probe,weight,jew_type,jew_weight,complexity,price
500,10,2,4,2,298448.01
700,4,3,3,4,418323.0
600,9,6,1,1,288382.83
585,3,10,2,3,364347.92
585,7,9,8,4,1968428.1
585,3,9,5,2,556629.56
585,1,2,6,5,248964.88
585,3,6,9,1,535441.83
700,5,2,5,3,402690.72
500,6,3,2,2,184802.64
700,6,4,5,5,951535.89
585,10,3,2,3,492058.57
600,4,2,10,3,419682.02
500,5,9,5,1,446787.96
600,9,5,6,4,959979.26
600,1,9,2,2,185355.03
600,10,6,6,4,1145402.32
585,10,7,7,4,1432532.72
700,7,4,4,1,346387.99
700,9,10,1,1,421332.15
585,7,3,7,1,306885.02
600,3,4,7,2,333016.24
700,4,4,8,3,617267.79
585,9,9,6,5,1983712.39
500,4,9,8,5,2248377.49
700,9,6,8,1,721225.03
500,2,5,6,5,638109.73
585,4,7,7,5,1403460.16
600,2,2,10,5,547196.42
500,2,5,5,2,235565.81
700,6,8,5,3,873850.17
585,3,8,4,3,493710.12
585,1,10,9,5,2990427.09
500,2,9,4,1,296406.35
600,5,9,2,2,331515.61
500,5,9,2,3,358640.82
500,7,5,3,5,597475.98
585,1,4,7,4,434977.0
500,10,6,4,1,332818.02
600,10,7,4,2,589131.26
700,10,7,4,1,555791.55
700,1,9,6,5,1405985.88
700,8,3,8,3,765262.29
600,2,3,9,1,234328.22
700,3,2,7,2,250131.49
600,2,2,4,1,92629.28
585,10,6,3,2,471845.61
600,7,4,6,2,433090.92
500,4,1,5,1,105257.44
585,3,2,4,2,149654.01
500,4,2,4,1,114038.22
500,2,9,1,4,227239.37
500,5,10,10,2,1705536.6
500,9,10,5,4,1294704.17
600,2,10,4,2,468647.06
585,3,1,9,3,244431.1
700,10,2,5,2,558095.94
700,4,9,3,5,943890.11
585,8,2,6,4,603291.18
600,6,7,5,1,402264.73
500,1,10,3,2,300397.09
600,7,2,3,3,373411.63
700,9,7,5,3,976051.51
500,8,4,1,3,296922.38
700,8,3,1,2,416273.15
600,10,3,8,4,940457.12
500,8,7,9,3,1235330.72
585,6,4,4,4,520261.23
600,10,8,4,4,1081417.72
585,1,10,10,5,3545151.77
585,5,7,6,4,962576.75
585,9,1,3,3,429786.2
585,8,10,8,3,1787712.2
700,2,7,2,4,337240.79
500,4,2,1,5,248735.08
700,6,10,7,2,1187912.83
600,2,5,4,1,161138.12
500,3,8,6,1,436002.27
585,1,6,8,5,1147353.58
700,3,4,7,1,287607.01
600,9,2,5,2,390973.25
700,7,9,9,5,3213477.73
500,9,7,7,1,560698.54
700,2,2,8,2,223374.68
500,10,9,3,2,485907.73
700,4,1,6,3,317304.99
700,7,7,9,5,2404460.06
585,7,3,4,4,528331.47
700,4,7,1,4,432551.09
500,8,10,6,2,905300.62
700,9,8,8,5,2655488.55
700,6,3,9,1,408837.38
500,4,9,3,3,432540.12
700,2,3,6,3,290292.19
700,4,1,10,1,231193.76
500,5,7,2,3,294093.97
600,2,2,2,5,206153.82
700,1,2,1,2,62472.34
585,7,8,1,2,314062.49
500,9,2,2,3,323730.13
700,5,8,9,1,901941.07
700,3,1,5,5,403990.28
700,3,4,4,3,323483.04
500,9,4,3,4,502767.09
700,1,9,3,5,617680.5
600,8,10,10,4,3161525.61
700,6,3,3,4,585895.93
500,3,1,9,1,124493.86
700,1,2,10,3,295419.75
500,5,9,6,1,551995.51
700,2,10,6,1,617889.84
585,6,6,4,4,649477.67
700,8,6,3,2,521517.29
600,3,3,7,5,580858.81
700,6,6,6,2,611489.64
700,8,4,8,2,674284.39
500,7,2,9,4,550153.59
600,5,2,4,5,500244.89
600,9,7,10,4,2057626.94
700,6,2,9,4,754092.45
600,3,2,1,5,266225.46
600,10,6,4,2,543383.35
585,7,8,4,5,1137345.77
585,6,9,3,5,965791.77
585,10,5,7,2,651150.81
585,5,2,3,3,267778.49
585,4,2,1,2,152285.79
585,1,9,6,2,626697.56
700,2,2,7,1,154955.61
700,8,7,10,4,2174069.46
585,7,4,2,3,374367.58
585,7,5,7,3,709756.7
500,10,3,9,3,631734.25
585,9,8,9,4,2086407.22
700,9,9,2,2,596694.29
600,10,9,6,4,1614675.23
500,8,10,3,1,368593.86
585,8,8,2,2,401255.59
585,5,1,3,4,324456.32
585,2,9,2,2,218960.91
500,9,2,5,1,223731.82
500,9,4,3,4,502520.09
600,3,8,10,5,2650099.56
700,9,1,4,2,473031.82
500,3,10,4,2,472911.28
500,10,7,3,1,315352.75
600,6,3,4,1,222821.75
600,3,9,6,5,1537850.36
500,9,5,1,4,444158.86
585,10,10,3,4,1050728.78
700,6,3,7,3,589940.37
585,2,2,7,3,221430.83
585,1,3,3,4,141978.2
600,9,5,5,3,666928.35
585,8,7,2,2,377374.79
600,2,3,5,2,167636.19
700,9,3,1,5,1021586.84
500,4,6,3,2,225810.5
585,10,7,6,3,966509.96
700,7,7,7,3,1104131.35
600,4,6,2,2,226905.09
500,2,10,3,1,252068.0
600,1,10,4,1,332879.47
600,7,3,7,5,902082.06
585,9,10,1,5,904671.63
600,7,4,5,5,859391.6
700,1,4,3,5,261054.26
700,6,3,2,1,253852.17
600,2,5,4,3,271936.99
500,8,3,9,4,733427.4
700,3,4,4,1,193485.69
700,1,1,9,2,134940.41
585,4,4,3,4,351953.29
500,4,2,8,5,492347.19
700,8,1,5,3,563514.8
585,8,8,10,2,1375027.46
500,3,9,10,3,1824918.53
700,6,6,8,3,1022813.2
700,8,8,4,4,1136897.88
500,7,3,9,3,531056.19
500,5,1,10,2,226862.21
585,7,5,6,1,373172.49
585,5,8,6,1,510241.46
500,5,1,10,2,227669.21
500,8,1,4,4,387503.7
500,5,10,8,5,2688385.01
600,7,3,9,5,1070202.23
700,10,9,10,5,4006508.05
500,4,10,9,2,1429228.99
700,7,10,10,5,4233173.12
500,6,1,1,1,123205.33
600,3,9,9,4,2068675.99
585,4,7,7,2,640446.12
600,10,1,5,5,877053.29
500,8,10,1,5,663616.55
585,7,4,5,3,492244.93
500,3,2,8,1,154895.76
500,8,9,3,3,565467.54
585,4,8,2,4,441657.76
585,2,4,1,1,73493.11
585,7,10,7,2,1132002.32
600,2,1,4,2,99608.71
500,8,5,5,3,502956.18
500,10,4,10,1,501145.92
600,1,6,7,1,333186.47
585,6,4,8,2,483417.67
600,1,6,2,5,254231.36
700,8,10,3,1,519445.99
585,5,6,4,1,269794.05
600,4,10,5,1,528283.86
500,1,10,4,5,923658.5
585,9,8,4,4,992305.72
600,10,9,1,1,346305.43
500,4,6,1,3,190817.28
700,3,5,4,3,371237.06
700,1,3,1,3,89010.13
585,3,7,1,2,160670.49
600,9,1,4,2,355846.73
600,5,4,8,2,458140.32
700,1,6,3,2,173655.08
600,7,5,6,1,382493.67
585,6,4,10,4,1019878.81
500,3,9,3,2,307504.21
700,2,3,1,5,257080.42
600,8,2,10,1,361481.12
500,6,6,6,5,1020063.17
700,3,1,8,3,285803.26
600,4,9,4,1,370138.33
585,9,7,9,2,1060053.41
700,9,4,1,1,364121.56
500,8,1,5,1,183971.68
500,8,8,1,4,460721.53
500,10,6,6,3,736799.59
585,3,5,4,1,186015.69
585,6,10,4,2,604430.85
700,1,4,10,4,753471.91
700,7,6,10,2,1050528.79
500,7,8,10,2,1275653.88
500,10,6,2,5,729335.08
700,3,9,5,5,1320410.91
600,3,4,6,1,220121.87
500,10,9,10,3,2054295.01
500,3,3,9,2,308791.21
600,1,8,1,5,231753.62
585,4,8,4,2,415664.64
700,1,9,4,4,646249.47
700,4,3,8,5,857687.74
600,3,2,5,2,171608.37
500,2,3,3,2,100966.98
500,5,5,5,4,525894.16
500,5,3,3,1,135820.22
585,6,3,1,2,226988.42
600,10,10,8,3,1900996.56
600,4,1,9,5,504069.88
600,7,10,6,3,1245447.09
500,8,1,1,2,210752.63
500,7,4,4,4,469411.78
700,10,2,5,5,1224656.55
700,7,9,3,2,579609.9
700,1,6,5,2,290279.35
585,4,5,6,4,640028.3
500,4,5,3,5,430102.5
585,9,2,7,3,536792.55
700,8,7,9,2,1145363.1
500,3,5,4,5,464600.15
700,6,9,3,2,530829.3
585,8,7,7,2,778504.17
500,2,6,10,1,579497.31
500,7,7,10,5,2341932.06
500,2,5,5,4,396450.48
700,2,3,3,2,148821.17
500,3,9,1,5,351245.11
700,6,10,3,2,574039.19
500,10,5,5,3,569537.89
700,1,10,8,2,1147742.96
700,1,8,3,1,186530.76
600,2,5,6,2,313692.04
600,8,4,7,2,516819.97
500,7,3,1,5,428636.81
600,8,9,1,4,634889.1
700,6,1,4,2,324637.02
585,10,5,9,4,1351970.53
585,1,9,5,5,1070203.38
700,3,5,8,5,1149412.35
500,7,3,7,4,561744.02
600,3,2,8,1,179166.79
500,10,5,3,2,348155.93
600,3,5,5,1,226441.73
600,8,1,6,2,338145.14
585,9,1,6,4,604868.38
700,4,9,3,2,431693.1
600,8,3,2,4,547477.97
600,2,6,9,3,862617.99
500,4,2,1,5,248429.08
700,9,9,3,3,883529.23
600,8,8,1,1,280257.05
585,7,4,6,1,324524.3
600,10,1,1,4,628632.36
700,9,6,8,3,1216138.04
500,10,8,7,1,670493.7
600,3,10,2,4,484379.37
600,7,9,10,4,2675019.5
500,3,10,9,1,1079641.84
585,3,5,9,3,723381.23
585,6,5,7,1,394957.58
500,9,2,1,1,185643.29
700,4,1,6,5,534499.89
700,3,7,2,4,420583.25
600,3,4,3,4,303766.11
585,1,5,5,5,479056.04
600,5,1,4,1,161761.12
700,8,6,9,5,2169184.3
600,6,8,5,1,457538.83
700,4,5,10,2,737425.84
700,7,9,1,3,561537.62
700,8,6,8,4,1496953.79
700,9,9,4,4,1318266.18
700,3,4,6,1,250612.15
700,5,9,2,3,517505.45
700,5,9,9,4,2304072.25
600,8,10,9,2,1620704.14
600,2,1,9,3,205365.43
600,4,5,9,5,1313103.55
700,9,9,3,2,678581.1
700,6,2,4,2,343191.58
500,5,4,2,4,290065.63
700,10,9,5,3,1234987.59
585,7,10,8,1,1031141.88
585,2,9,1,1,119761.18
585,1,7,5,5,742196.08
700,10,4,7,2,721644.81
600,8,9,10,5,3555378.51
585,7,6,9,4,1407890.1
600,1,8,9,1,738185.33
500,10,4,10,3,843784.34
600,3,9,1,2,193680.25
600,10,3,7,2,520452.6
600,1,2,3,2,69823.77
600,5,10,9,4,2551608.79
700,7,4,7,3,742722.91
600,7,6,9,2,846620.56
500,9,5,7,5,1167418.46
700,8,2,5,5,1006892.15
600,8,4,2,3,439334.98
700,7,7,1,3,525709.45
600,8,4,7,1,397077.98
600,2,2,2,4,157367.63
600,5,9,6,1,595752.21
500,4,5,6,4,576741.3
500,1,6,3,1,114963.14
585,9,2,8,1,336208.46
700,6,10,4,1,533856.28
600,7,3,8,2,448014.9
585,2,6,6,3,497926.69
585,5,2,3,1,159288.83
500,8,9,6,5,1743002.3
585,4,9,10,5,3220360.33
500,5,8,1,1,152375.4
700,3,1,4,4,295286.61
585,1,6,3,3,205658.45
600,7,1,4,5,618315.92
500,5,10,4,5,1146667.82
700,5,6,3,1,286105.22
700,4,4,8,4,801829.02
700,9,3,9,4,1147809.1
600,6,4,10,3,800091.13
585,7,8,9,1,896452.06
585,7,8,9,2,1165013.88
585,6,9,10,5,3371793.49
585,2,9,7,5,1792844.79
500,10,4,9,1,452249.83
585,10,5,7,3,846573.15
585,3,3,1,1,95279.84
500,6,4,2,1,153691.84
700,6,1,2,5,680657.99
585,4,2,10,2,315953.95
585,6,1,4,5,512920.46
500,7,3,2,1,161992.88
500,7,9,1,2,262723.33
585,3,1,9,1,146115.81
585,9,7,2,2,412626.81
500,10,6,4,4,726305.91
585,7,10,1,3,446524.91
600,8,7,10,2,1181850.4
500,6,7,5,2,456046.7
585,9,2,2,3,433840.29
585,3,1,9,3,245695.1
600,9,1,4,4,600024.42
700,3,7,8,1,590941.83
500,9,7,10,5,2453561.72
700,1,5,2,4,186676.48
700,4,5,7,1,387162.14
500,5,6,4,2,304820.41
700,6,7,3,2,453311.75
500,9,10,3,1,388524.17
585,3,2,7,4,343886.04
700,7,4,4,2,449163.89
500,4,8,2,2,224439.5
700,10,1,4,3,680467.35
600,3,3,7,5,582095.81
585,9,8,2,3,566130.98
500,9,4,1,1,197249.66
700,2,1,4,1,96542.02
500,6,4,1,1,138803.72
600,4,8,6,3,825125.08
500,8,3,1,5,484411.64
700,1,8,1,4,202331.51
700,10,9,1,3,756669.46
600,6,7,2,3,414291.53
600,4,1,9,2,231273.39
700,1,2,7,5,327737.12
600,4,1,5,3,234582.11
600,4,4,8,5,923943.47
500,1,3,1,2,44810.85
585,3,1,3,2,123790.39
700,5,10,3,4,885616.49
700,4,7,9,1,729202.69
500,10,6,3,4,636168.12
700,8,8,4,4,1136466.88
585,8,7,5,4,981797.87
700,2,6,1,3,187394.43
600,4,3,1,3,213740.41
500,2,6,5,5,636925.73
700,5,9,3,5,1054316.31
600,9,8,9,5,2746843.24
700,9,7,5,5,1647916.83
700,10,6,5,5,1617547.11
700,4,7,10,4,1838525.6
600,5,7,3,3,439314.13
500,7,7,2,2,278799.21
700,6,6,10,3,1300998.55
700,9,10,2,2,625169.3
500,4,6,4,2,278872.91
600,7,4,1,2,282763.44
585,5,3,3,5,487315.88
500,7,10,5,3,930691.35
600,1,1,1,4,74616.16
700,6,5,2,3,466973.0
500,5,2,9,2,275217.4
500,3,10,7,1,742992.03
700,10,4,10,1,687061.59
585,9,9,5,3,993756.13
700,10,3,3,5,1198160.52
600,10,2,5,5,936012.14
600,5,9,2,4,558946.45
585,4,1,3,4,264938.26
600,6,7,5,5,1146016.37
500,6,3,4,2,223199.42
600,2,7,10,3,1250098.58
500,6,1,2,3,214497.59
585,7,5,8,4,1043692.77
500,2,2,5,5,243844.18
700,8,8,8,1,892950.33
700,2,2,2,4,202241.85
700,7,4,6,1,405195.46
700,1,2,6,2,130180.11
600,5,1,2,4,328124.98
500,9,2,2,5,546087.16
585,6,8,1,4,469350.41
585,10,1,9,4,729154.86
500,10,8,6,3,964256.06
700,9,1,10,2,548281.09
700,5,7,2,5,764921.94
600,3,7,10,3,1298416.47
500,8,4,2,2,247837.0
700,4,1,1,5,452442.06
500,8,10,9,3,1989538.3
500,5,5,4,5,575424.81
700,1,2,2,5,154782.9
600,7,9,9,3,1781505.24
600,8,6,3,1,321244.04
585,5,7,8,4,1335986.68
700,8,1,4,3,550097.79
585,6,3,8,5,877194.41
500,8,9,6,2,794396.57
500,7,8,8,5,2064045.52
585,4,5,3,5,512114.5
500,10,9,3,4,819392.52
500,8,8,5,5,1267203.37
700,7,4,6,5,1150760.72
600,3,6,5,4,590896.12
700,8,2,10,1,442405.54
585,2,9,6,4,1114220.79
600,6,3,9,4,761936.05
500,5,5,7,4,726044.19
700,10,10,2,3,875616.27
585,9,1,10,1,318990.08
585,3,5,10,5,1411008.91
585,9,4,5,3,582638.56
585,4,6,8,4,1059381.32
585,7,8,8,4,1698127.67
600,3,2,3,5,310403.16
700,1,6,2,2,129992.11
600,3,10,7,4,1687823.81
500,5,6,8,3,800530.29
585,3,8,8,3,1126164.64
585,2,10,3,3,447660.3
500,5,8,9,2,1050100.31
585,5,7,9,4,1556085.56
585,1,4,5,3,221066.03
500,10,7,2,1,271942.56
600,10,2,1,2,377984.2
585,1,10,8,5,2485849.95
700,9,5,3,4,915033.01
585,9,6,4,2,488753.01
700,3,6,10,4,1438857.62
585,6,5,8,1,449304.68
700,6,10,6,1,770310.15
700,3,2,1,1,124282.73
500,2,9,4,2,383256.25
585,2,10,6,3,1003925.5
500,6,1,5,3,243120.68
600,3,8,4,4,650140.23
700,1,6,5,1,224248.19
500,3,10,3,5,771654.7
500,4,10,2,3,361515.88
600,5,3,6,2,306373.21
600,10,10,10,4,3285966.32
700,1,10,2,2,227324.5
585,1,10,9,5,2991330.09
700,1,4,7,1,210565.85
585,3,2,4,4,252311.01
600,9,3,8,5,1141855.99
600,3,2,1,4,206426.27
700,9,3,3,5,1090037.31
585,6,5,1,3,316248.45
585,3,3,1,5,269212.25
585,8,10,1,2,378697.79
500,10,1,4,5,612382.26
500,5,6,2,4,347305.49
600,1,1,10,3,178268.09
585,4,10,4,5,1172726.99
700,4,2,1,1,163415.8
500,7,2,7,5,609497.72
700,3,7,6,1,419857.05
585,6,6,8,5,1529521.98
700,7,5,3,1,342026.77
585,1,6,6,5,762324.28
700,3,2,10,1,251734.15
700,4,5,5,3,497929.47
585,4,7,2,2,239978.74
700,2,6,6,4,697204.7
585,7,9,10,1,1209376.28
700,9,6,7,3,1095372.32
600,9,8,8,5,2394887.78
700,3,8,5,2,524264.41
500,3,6,2,5,340646.29
600,2,7,1,3,169402.27
585,10,5,10,3,1151269.03
700,3,5,9,2,602381.33
700,10,3,8,4,1163481.2
585,4,6,1,3,238589.13
500,8,1,2,4,362445.69
700,10,4,5,3,822884.02
700,2,5,3,2,195384.1
500,4,2,10,3,361623.88
500,9,7,3,2,383823.67
600,8,2,8,1,320272.04
600,4,5,4,3,365473.77
600,10,10,7,3,1629600.69
500,6,10,5,4,1165739.49
600,10,3,10,5,1406661.84
500,7,4,5,1,241797.99
700,8,1,3,5,912948.64
700,6,2,4,1,264978.44
500,1,1,5,1,46794.51
600,1,3,2,4,116139.49
700,2,2,5,5,351821.93
500,5,10,5,5,1460878.81
700,2,6,10,5,1761676.6
600,3,8,2,2,233986.92
500,1,6,4,3,263709.82
500,5,10,10,4,2881796.57
700,4,9,2,1,267399.3
585,1,3,8,1,174678.3
585,8,9,1,1,279881.93
500,10,1,4,4,473102.82
585,2,10,1,3,221163.83
700,8,6,3,5,1142085.5
700,2,6,6,2,413625.24
585,2,8,1,4,234690.16
700,6,4,9,1,486791.19
500,2,1,3,5,150614.67
600,9,4,7,2,552371.12
585,4,3,9,4,625428.16
700,4,6,6,3,665762.17
585,5,5,2,4,396060.32
585,10,3,4,5,915238.85
600,8,10,10,3,2431993.32
500,6,7,6,4,926100.8
700,7,5,9,1,616012.94
500,1,4,5,1,125550.12
600,10,1,6,5,901336.7
585,10,1,1,4,599029.42
600,8,10,3,5,1246345.72
700,4,1,7,2,255411.85
600,3,1,7,1,129656.14
700,5,1,4,1,212600.25
700,2,6,1,3,187609.43
600,3,6,9,4,1183734.74
600,2,9,9,3,1544525.8
585,4,7,8,4,1277585.62
585,4,10,3,1,319158.88
600,10,6,5,4,1022418.61
600,8,9,9,1,1084569.06
700,7,9,1,4,729802.5
500,3,5,5,2,260459.32
600,5,5,8,4,940125.12
500,4,8,8,3,1123505.6
585,8,8,4,3,718779.2
600,1,6,9,3,814584.1
600,4,1,2,1,123337.1
585,6,2,9,2,357065.96
585,4,6,1,3,239309.13
585,3,10,9,5,3143242.25
700,10,3,7,5,1431993.16
500,4,4,1,3,166374.97
500,1,5,3,2,120513.41
600,5,1,2,5,427139.58
500,9,2,2,1,192597.0
500,4,7,4,4,548318.18
700,7,5,5,1,410899.31
585,1,9,10,5,2991647.09
600,10,2,3,2,398454.07
600,8,7,5,5,1307422.5
585,3,1,4,1,100749.74
700,6,7,9,4,1767111.04
700,2,10,10,1,1291268.45
600,7,4,5,1,302485.37
585,4,9,5,5,1297680.61
585,2,8,4,4,582412.29
600,5,6,8,4,1133847.85
600,1,1,4,3,82207.44
585,3,7,8,5,1585061.73
600,7,10,7,3,1487904.02
700,9,9,2,5,1307980.5
600,5,6,10,3,1150953.31
500,2,7,6,1,344930.44
700,10,5,10,4,1748750.77
600,5,7,2,2,283842.42
500,8,4,1,2,229453.45
600,9,1,3,3,452323.85
585,8,3,7,2,433845.24
585,1,7,3,2,191160.16
700,3,2,5,2,211196.74
585,7,5,2,1,234726.4
600,4,1,6,4,322037.25
500,3,8,1,1,112576.77
600,10,5,3,5,1008926.81
600,3,1,2,5,265936.46
700,3,8,9,2,1071854.59
585,10,9,5,3,1039274.95
585,10,10,6,3,1364107.03
585,8,5,1,5,685061.3
600,5,7,5,3,631717.43
700,8,8,8,1,892344.33
585,4,7,7,2,639111.12
600,2,9,7,5,1801033.76
585,2,8,5,4,749615.46
585,2,9,3,1,233132.17
700,5,2,2,3,350931.34
600,4,8,4,3,548323.22
700,6,1,3,1,244723.42
600,10,6,4,1,417849.42
700,8,7,3,2,553052.95
585,9,9,3,3,707156.05
700,3,5,8,5,1148263.35
585,9,10,10,2,1891760.19
500,10,10,5,1,609679.36
700,2,2,6,1,138852.01
500,5,8,2,3,325662.4
585,10,2,5,3,531724.48
585,1,4,9,2,367718.26
500,9,7,8,4,1428441.42
700,4,9,3,5,945166.11
500,2,8,8,3,1057898.9
600,7,8,4,4,896766.66
585,2,2,2,1,70820.46
500,7,2,6,1,199251.02
600,9,9,1,5,906321.69
700,1,2,3,2,82419.22
700,1,1,3,2,68122.95
500,9,7,9,2,976674.83
585,5,10,7,5,2332040.66
500,8,1,1,3,273142.22
600,6,9,3,5,989837.67
600,9,4,7,5,1211234.88
585,3,5,7,3,529622.44
700,5,9,6,5,1842903.69
500,7,10,6,1,678487.86
500,10,7,7,4,1274271.71
700,2,3,8,4,492181.49
700,10,7,1,3,720604.29
500,6,7,6,3,713113.93
700,5,10,5,3,1023011.27
600,1,2,2,4,97050.28
585,10,8,3,4,910763.17
600,3,2,10,3,371985.13
585,7,5,2,4,513091.44
585,5,1,2,5,408344.17
585,6,3,10,5,1061237.7
585,4,8,7,4,1279012.62
585,8,5,9,1,562405.41
585,6,7,5,3,664541.89
600,7,9,5,5,1554460.23
700,3,1,5,3,239102.39
700,7,2,9,4,839735.92
500,6,9,4,2,485961.26
700,3,7,7,2,651045.87
585,10,6,9,2,937973.67
585,5,3,8,4,617550.87
500,9,2,3,1,201697.5
500,2,3,9,2,282765.7
500,6,5,7,5,1000448.97
500,1,3,2,2,57876.12
585,5,3,5,3,348668.95
700,2,8,8,4,1454854.17
600,10,4,1,3,509677.44
600,8,2,8,2,415119.65
585,4,1,4,2,165775.47
500,5,6,1,1,133930.53
500,4,8,3,4,495437.8
700,2,5,1,3,175168.11
700,4,6,2,3,362162.88
600,1,6,8,3,681621.41
700,10,3,1,1,396769.73
600,5,6,1,5,498462.89
500,4,10,2,5,610708.61
700,6,5,9,3,976351.47
585,9,9,8,4,2085676.22
700,6,10,7,2,1188263.83
600,2,5,3,3,217734.65
500,10,9,3,2,486170.73
600,10,8,2,1,377535.34
700,4,2,7,2,299748.09
500,9,9,2,1,291335.78
600,1,9,7,5,1719791.19
585,1,4,10,1,332725.45
600,4,9,4,5,1050724.75
600,5,9,5,5,1394698.11
500,6,6,8,2,641907.96
500,2,1,7,1,83662.81
700,2,4,9,3,562293.18
500,1,9,2,5,380657.5
585,6,8,1,4,469879.41
600,10,8,7,5,2157515.11
700,8,10,7,1,990436.72
585,7,4,6,1,323552.3
700,1,10,7,5,2061519.47
700,8,8,4,4,1137664.88
500,2,2,1,3,82288.17
585,2,5,5,5,556409.12
700,10,10,6,4,2027411.87
600,10,9,6,4,1615863.23
600,6,4,7,2,443809.68
500,9,8,10,2,1326070.89
585,9,5,8,5,1507245.46
500,1,8,1,1,74190.15
600,9,7,2,3,557104.2
700,4,2,5,4,439415.87
585,5,9,2,2,322857.95
585,7,5,10,4,1320477.56
585,9,1,4,3,439970.9
600,3,3,7,4,447499.16
585,5,7,2,2,274395.76
585,7,9,4,5,1263313.06
500,6,3,3,1,155900.53
585,5,2,9,2,322373.95
500,7,2,7,4,468576.78
500,6,9,2,4,508204.03
600,4,10,2,2,322801.48
700,6,10,7,2,1187378.83
700,7,10,6,5,2307415.62
600,6,2,2,2,241539.75
500,6,6,7,4,925016.8
600,2,6,1,5,258160.2
500,7,5,8,2,551407.13
600,9,9,5,5,1714914.36
585,7,10,1,2,343267.78
600,2,8,6,3,730340.3
600,9,5,1,3,472246.55
700,6,2,6,3,490858.44
585,3,4,7,5,717956.06
500,5,10,7,1,782112.65
500,10,1,8,1,248847.95
500,4,3,6,2,224407.5
700,6,1,4,3,421016.23
600,4,8,8,2,908163.11
500,3,4,3,4,246154.72
700,4,3,4,4,453096.9
500,5,5,1,5,354904.81
700,3,6,3,1,209435.07
585,8,6,1,3,420565.4
600,8,2,5,1,272268.23
600,5,7,6,4,976496.22
500,4,3,4,1,132534.08
700,9,2,8,1,438853.53
600,2,2,4,2,119411.27
600,1,5,4,2,172887.0
700,10,9,6,1,838177.73
500,10,4,10,5,1425103.96
700,4,2,8,4,544532.38
600,2,1,9,2,157989.1
585,4,2,8,1,202333.33
600,4,5,1,5,396018.92
500,1,8,9,3,1231444.18
700,1,6,7,4,752194.91
700,9,10,9,3,2307846.99
600,5,2,2,1,157734.46
600,5,7,2,5,619370.73
700,1,3,2,3,106007.69
600,9,1,3,3,452304.85
600,9,8,6,4,1381215.28
700,5,7,4,5,1034860.83
700,9,9,1,2,532217.21
500,8,1,10,3,393126.03
700,2,5,10,1,491701.41
700,1,1,4,4,126923.68
700,5,1,10,1,268735.84
700,3,3,10,2,425470.39
585,4,6,3,5,573628.19
500,9,8,4,3,654759.85
700,8,2,3,3,557847.65
600,1,6,1,2,81843.12
700,9,1,7,3,656048.01
585,5,6,5,4,699073.36
500,7,10,6,5,1931924.0
600,3,10,1,4,352796.93
500,10,8,7,5,1913867.77
500,9,3,9,3,598361.89
500,3,3,9,1,237299.85
700,5,6,1,4,495561.15
700,9,5,5,4,1067423.53
585,8,9,1,1,279060.93
700,8,9,2,5,1198408.3
585,7,2,1,1,197294.87
600,5,4,7,4,686033.71
700,10,10,5,4,1749669.77
585,1,8,2,4,265675.58
585,10,2,4,5,860675.87
500,9,3,6,1,270815.63
700,10,2,4,1,417300.75
500,5,6,2,2,206535.03
585,10,9,6,4,1585127.28
585,6,9,2,5,783072.15
500,2,10,1,3,196555.91
585,5,4,10,4,961299.75
700,6,10,4,1,535738.28
700,2,2,10,2,277379.1
500,7,9,1,5,573360.43
500,8,8,10,4,2197238.15
585,2,5,3,1,127005.48
585,1,5,10,2,573491.45
600,4,9,10,2,1474275.56
600,1,1,1,4,74057.16
600,8,3,8,1,373931.88
585,7,3,3,4,492884.57
500,7,1,6,5,487718.87
600,8,6,9,3,1147491.32
600,3,5,8,3,629550.16
500,4,10,4,4,840899.68
600,1,6,3,1,124526.48
500,9,10,5,2,768050.97
600,5,1,8,5,553856.87
700,4,5,1,4,395391.68
500,8,5,3,3,386590.71
600,10,10,5,3,1175320.76
585,8,6,1,2,323957.07
700,3,3,3,2,198422.77
500,10,4,3,1,249952.95
700,1,6,3,3,225721.91
585,9,5,7,5,1352706.72
500,5,1,1,3,175141.16
600,3,2,6,3,245985.43
700,3,4,7,3,484534.79
600,8,6,6,2,605508.2
700,4,3,6,2,322687.88
700,8,3,10,3,875487.91
500,2,10,10,2,1629503.09
600,7,3,2,2,288933.64
700,9,2,7,1,422592.15
700,8,6,8,3,1151613.76
600,2,2,2,2,94856.17
585,3,1,2,4,196181.39
600,6,7,7,2,719608.94
700,4,1,8,3,349318.54
600,7,5,1,1,224859.76
500,1,9,7,2,773843.8
585,6,9,6,1,615876.71
700,8,10,2,5,1261518.93
500,2,6,2,3,169687.47
700,9,8,7,2,1065346.98
700,10,2,6,5,1264801.83
585,9,4,4,5,904112.63
500,7,1,1,3,241347.87
700,4,4,7,5,927173.63
500,10,10,1,3,459433.74
600,9,10,4,1,557912.68
585,5,4,10,3,739724.88
600,1,3,8,3,296486.94
700,9,8,3,4,1080037.74
700,3,6,4,1,251852.15
600,4,4,9,1,368419.33
500,2,10,6,1,580892.31
600,2,6,5,1,242448.42
585,6,9,2,4,603814.04
500,9,4,5,3,472512.4
500,10,2,8,5,827304.16
585,9,10,9,2,1639959.09
700,6,7,10,3,1543784.48
585,9,6,4,1,377923.55
585,2,7,6,5,1020968.83
500,7,3,7,4,563197.02
585,1,1,3,3,70144.67
600,2,5,8,5,980716.87
600,4,2,5,5,454744.77
600,1,3,5,3,171391.76
